,I_MFM008,I_SFM005,I_COL003,I_SLTSP,I_UBEAR,I_NFM010,I_TGC003,I_NHGAN,I_PARDE,I_CMCHE,I_MOK079,I_JNKSN,I_CMP001,I_CMP014,I_CSM035,I_AMADR,I_DSC035,I_DEE023
2013-06-30,0.42,0.48,1.02,16.24,3.58,0.0,0.0,1.24,0.09,0.09,0.0,0.07,0.16,0.43,1.38,0.23,0.14,0.01
2013-07-31,0.31,0.36,0.07,5.6,1.24,0.0,0.0,1.11,0.08,0.08,0.0,0.04,0.1,0.26,0.8,0.13,0.08,0.0
2013-08-31,0.28,0.21,0.01,3.0,0.66,0.0,0.0,0.68,0.05,0.05,0.0,0.03,0.07,0.19,0.6,0.08,0.03,0.0
2013-09-30,0.2,0.15,0.01,4.61,1.02,0.0,0.0,0.21,0.01,0.01,0.0,0.05,0.06,0.17,0.44,0.07,0.02,0.0
2013-10-31,0.22,0.2,0.01,2.07,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.08,0.21,0.96,0.11,0.11,0.17
2013-11-30,0.33,0.24,0.02,2.66,0.59,0.0,0.0,0.2,0.01,0.01,0.0,0.07,0.09,0.25,1.35,0.15,0.18,0.23
2013-12-31,0.38,0.38,0.01,0.97,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.09,0.24,1.45,0.16,0.2,0.24
2014-01-31,0.35,0.18,0.31,2.27,0.5,0.48,0.04,0.21,0.01,0.01,0.78,0.09,0.08,0.22,1.44,0.16,0.2,0.24
2014-02-28,2.03,2.03,2.76,15.11,3.34,3.58,0.27,4.88,0.34,0.34,3.94,0.86,0.76,2.06,15.45,1.57,2.02,1.97
2014-03-31,2.31,2.4,4.49,24.15,5.33,3.3,0.25,5.82,0.41,0.41,3.97,1.28,1.16,3.13,21.81,2.3,2.95,1.75
2014-04-30,1.99,1.78,7.62,51.47,11.36,4.18,0.31,3.45,0.24,0.24,0.03,0.71,0.98,2.64,11.5,1.49,1.22,0.44
2014-05-31,0.85,0.66,6.69,56.74,12.52,1.41,0.11,0.61,0.04,0.04,0.0,0.13,0.34,0.93,3.23,0.44,0.18,0.03
2014-06-30,0.36,0.32,0.55,9.98,2.2,0.07,0.01,0.61,0.04,0.04,0.05,0.08,0.24,0.64,2.14,0.29,0.12,0.01
2014-07-31,0.22,0.12,0.02,2.79,0.62,0.0,0.0,0.74,0.05,0.05,0.0,0.02,0.05,0.14,0.42,0.06,0.03,0.0
2014-08-31,0.15,0.05,0.01,2.76,0.61,0.0,0.0,0.86,0.06,0.06,0.0,0.01,0.04,0.11,0.27,0.04,0.01,0.0
2014-09-30,0.11,0.07,0.01,2.05,0.45,0.0,0.0,0.74,0.05,0.05,0.0,0.02,0.03,0.09,0.16,0.03,0.01,0.0
2014-10-31,0.19,0.17,0.01,2.04,0.45,0.0,0.0,0.21,0.01,0.01,0.0,0.03,0.05,0.12,0.39,0.06,0.05,0.09
2014-11-30,0.37,0.33,0.21,2.85,0.63,0.0,0.0,0.12,0.01,0.01,0.0,0.06,0.09,0.25,1.25,0.14,0.15,0.21
2014-12-31,0.92,1.67,2.28,15.06,3.32,2.26,0.17,10.25,0.72,0.72,2.07,0.69,0.66,1.79,12.29,1.3,1.65,1.76
2015-01-31,0.43,0.39,1.22,8.0,1.76,0.0,0.0,1.24,0.09,0.09,0.66,0.17,0.16,0.44,3.43,0.34,0.43,0.4
2015-02-28,2.47,2.59,4.99,36.96,8.16,6.74,0.5,17.52,1.23,1.23,2.12,1.72,1.59,4.28,28.43,3.06,3.74,2.27
2015-03-31,0.76,0.47,2.04,20.54,4.53,2.79,0.21,1.36,0.1,0.1,0.0,0.32,0.4,1.09,4.93,0.63,0.57,0.22
2015-04-30,0.92,0.48,2.49,20.84,4.6,2.87,0.21,1.16,0.08,0.08,0.0,0.17,0.44,1.18,4.14,0.56,0.23,0.04
2015-05-31,0.55,0.56,2.29,26.19,5.78,1.72,0.13,0.42,0.03,0.03,0.0,0.11,0.3,0.8,2.73,0.37,0.15,0.02
2015-06-30,0.24,0.26,0.51,7.65,1.69,0.0,0.0,0.43,0.03,0.03,0.0,0.04,0.11,0.3,0.98,0.14,0.06,0.0
2015-07-31,0.12,0.08,0.03,5.62,1.19,0.0,0.0,0.65,0.05,0.05,0.0,0.02,0.05,0.13,0.39,0.05,0.02,0.0
2015-08-31,0.13,0.02,0.0,1.17,0.31,0.0,0.0,0.15,0.01,0.01,0.0,0.02,0.05,0.12,0.31,0.04,0.01,0.0
2015-09-30,0.11,0.01,0.0,1.5,0.33,0.0,0.0,0.04,0.0,0.0,0.0,0.02,0.04,0.1,0.18,0.03,0.01,0.0
2015-10-31,0.15,0.1,0.01,1.13,0.27,0.0,0.0,0.12,0.01,0.01,0.07,0.03,0.0,0.0,0.14,0.05,0.07,0.1
2015-11-30,0.31,0.33,1.26,3.45,0.77,0.31,0.02,0.13,0.01,0.01,1.99,0.11,0.04,0.11,1.28,0.17,0.26,0.35
2015-12-31,2.29,2.92,1.67,13.15,2.89,2.98,0.22,15.23,1.07,1.07,5.15,0.76,-0.0,0.0,12.33,1.51,3.63,3.48
2016-01-31,5.72,6.71,2.18,23.05,5.1,8.31,0.62,36.42,2.55,2.55,7.82,2.74,1.95,5.26,47.92,4.31,11.43,8.54
2016-02-29,4.34,5.18,3.21,31.39,6.93,4.05,0.3,9.9,0.69,0.69,10.41,2.2,0.0,0.0,25.85,3.4,9.3,5.81
2016-03-31,15.05,17.37,9.32,60.65,13.4,25.94,1.94,57.68,4.04,4.04,16.87,7.51,5.95,16.06,128.03,11.77,28.21,11.12
2016-04-30,4.96,4.83,12.78,73.26,16.11,20.47,1.53,6.84,0.48,0.48,11.29,1.21,1.9,5.13,32.13,3.23,3.19,0.58
2016-05-31,2.76,2.54,12.94,91.57,20.28,12.6,0.94,2.4,0.17,0.17,9.94,0.5,0.92,2.49,14.49,1.55,1.13,0.09
2016-06-30,0.66,0.95,4.21,48.91,10.76,0.0,0.0,1.67,0.12,0.12,4.19,0.12,0.25,0.67,3.48,0.41,0.29,0.01
2016-07-31,0.53,0.49,0.12,9.38,2.03,0.0,0.0,1.88,0.13,0.13,0.0,0.12,0.24,0.64,3.06,0.31,0.18,0.01
2016-08-31,0.24,0.21,0.01,6.6,1.43,0.0,0.0,2.28,0.16,0.16,0.0,0.08,0.11,0.3,1.13,0.14,0.05,0.0
2016-09-30,0.16,0.17,0.0,3.41,0.77,0.0,0.0,1.09,0.08,0.08,0.0,0.02,-0.0,-0.0,0.0,0.02,0.01,0.0
2016-10-31,0.57,0.96,2.8,25.07,5.55,0.0,0.0,2.02,0.14,0.14,4.11,0.42,0.28,0.75,5.9,0.61,1.02,1.35
2016-11-30,1.05,1.07,1.23,12.8,2.81,0.15,0.01,2.69,0.19,0.19,4.21,0.55,0.46,1.25,11.12,1.07,2.2,2.61
2016-12-31,4.47,6.5,8.73,45.59,10.07,8.74,0.65,21.0,1.47,1.47,14.94,3.13,2.1,5.66,60.07,5.73,16.12,14.23
2017-01-31,30.47,40.82,10.47,70.59,15.58,64.54,4.82,187.31,13.11,13.11,40.34,17.07,7.33,19.78,279.47,25.99,78.83,52.36
2017-02-28,56.98,67.26,13.76,78.76,17.09,142.37,10.64,227.66,15.94,15.94,40.56,22.83,10.67,28.8,366.38,34.8,98.58,39.58
2017-03-31,20.73,22.28,8.82,54.56,12.35,42.64,3.19,44.0,3.08,3.08,13.48,6.96,4.06,10.96,103.96,10.58,23.47,6.81
2017-04-30,23.84,24.04,13.79,80.72,17.82,47.89,3.58,38.32,2.68,2.68,15.83,4.18,5.89,15.9,111.16,11.38,10.77,1.51
2017-05-31,10.72,9.71,24.42,155.65,34.35,54.39,4.06,11.3,0.79,0.79,25.05,1.65,2.8,7.56,49.67,5.1,4.09,0.26
2017-06-30,4.21,3.81,16.29,156.44,34.5,18.88,1.41,5.77,0.4,0.4,24.47,0.64,1.1,2.97,17.9,1.84,1.38,0.06
2017-07-31,2.51,1.94,1.8,40.29,8.87,0.0,0.0,3.79,0.27,0.27,6.1,0.22,0.38,1.03,4.79,0.51,0.2,0.0
2017-08-31,1.38,1.13,0.02,6.02,1.33,0.0,0.0,2.2,0.15,0.15,0.0,0.16,0.18,0.48,2.16,0.25,0.1,0.0
2017-09-30,0.77,0.83,0.01,3.58,0.81,0.0,0.0,1.29,0.09,0.09,0.0,0.16,0.16,0.43,1.9,0.23,0.1,0.0
2017-10-31,0.64,0.76,0.01,3.54,0.79,0.0,0.0,0.62,0.04,0.04,0.0,0.14,0.12,0.33,2.17,0.23,0.35,0.47
2017-11-30,1.59,1.62,4.21,24.39,5.38,0.69,0.05,10.83,0.76,0.76,6.55,0.47,0.41,1.12,9.42,0.93,2.11,2.13
2017-12-31,1.13,0.81,0.75,6.76,1.52,1.67,0.12,1.86,0.13,0.13,1.75,0.26,0.2,0.55,5.23,0.51,1.32,1.16
2018-01-31,2.28,2.12,3.09,20.75,4.57,2.79,0.21,7.81,0.55,0.55,5.87,1.3,0.65,1.76,19.69,1.93,5.0,4.22
2018-02-28,1.38,0.83,1.17,10.56,2.29,0.66,0.05,2.38,0.17,0.17,2.91,0.55,0.27,0.73,8.81,0.86,2.29,1.52
2018-03-31,12.52,14.78,5.87,46.76,10.47,26.6,1.99,53.36,3.74,3.74,13.4,6.86,3.67,9.91,115.84,10.98,29.08,15.22
2018-04-30,11.74,10.7,14.45,95.06,20.89,33.85,2.53,18.66,1.31,1.31,12.7,4.09,3.37,9.1,70.1,7.38,12.37,3.57
2018-05-31,4.05,3.15,6.69,69.26,15.28,6.78,0.51,5.16,0.36,0.36,5.86,0.57,1.01,2.74,15.78,1.71,1.26,0.12
2018-06-30,1.47,1.59,0.89,17.65,3.9,0.0,0.0,2.99,0.21,0.21,2.22,0.17,0.36,0.96,5.22,0.57,0.4,0.02
2018-07-31,0.71,0.81,0.03,4.7,1.01,0.0,0.0,1.93,0.14,0.14,0.0,0.08,0.13,0.35,1.8,0.19,0.13,0.01
2018-08-31,0.45,0.41,0.0,4.9,1.09,0.0,0.0,0.65,0.05,0.05,0.0,0.06,0.12,0.32,1.29,0.14,0.05,0.0
2018-09-30,0.3,0.3,0.0,1.41,0.3,0.0,0.0,0.86,0.06,0.06,0.0,0.08,0.09,0.24,0.89,0.11,0.04,0.0
2018-10-31,0.81,0.47,0.01,1.44,0.32,0.0,0.0,0.83,0.06,0.06,0.0,0.1,0.0,0.0,1.36,0.14,0.22,0.3
2018-11-30,0.66,0.94,0.2,2.85,0.59,0.0,0.0,3.12,0.22,0.22,0.65,0.2,0.0,0.0,3.23,0.31,0.51,0.68
2018-12-31,1.06,1.14,0.72,5.39,1.18,0.1,0.01,3.82,0.27,0.27,2.98,0.33,0.21,0.56,6.62,0.63,1.32,1.55
2019-01-31,6.63,7.64,1.17,14.44,3.24,6.21,0.46,34.06,2.38,2.38,6.47,2.5,1.42,3.83,44.99,4.31,11.94,10.47
2019-02-28,18.52,25.59,2.42,31.4,6.92,30.71,2.3,124.74,8.73,8.73,13.04,8.56,5.89,15.89,141.61,13.37,39.3,26.37
2019-03-31,28.75,33.33,3.59,29.91,6.61,49.13,3.67,86.0,6.02,6.02,20.57,10.67,3.61,9.74,175.08,16.39,47.45,20.5
2019-04-30,21.56,22.82,16.07,93.99,20.81,48.16,3.6,23.36,1.64,1.64,21.42,6.77,2.96,7.99,100.38,10.09,22.68,6.93
2019-05-31,14.57,15.38,17.3,131.48,29.01,32.97,2.46,17.72,1.24,1.24,16.31,2.89,4.12,11.12,69.6,7.24,8.18,1.55
2019-06-30,7.56,6.94,21.09,150.55,33.17,48.91,3.66,8.63,0.6,0.6,20.51,1.27,2.4,6.49,36.99,3.87,3.05,0.23
2019-07-31,2.61,2.83,2.42,42.77,9.46,0.0,0.0,7.31,0.51,0.51,4.94,0.29,0.55,1.47,7.85,0.82,0.59,0.03
2019-08-31,1.71,1.35,0.05,3.77,0.84,3.19,0.24,2.8,0.2,0.2,1.92,0.16,0.27,0.73,3.31,0.35,0.15,0.0
2019-09-30,1.29,0.89,0.01,2.09,0.45,1.52,0.11,0.76,0.05,0.05,1.78,0.18,0.19,0.51,2.19,0.26,0.11,0.0
2019-10-31,1.01,0.92,0.01,2.27,0.44,0.48,0.04,0.85,0.06,0.06,0.78,0.14,0.14,0.37,2.75,0.25,0.38,0.5
2019-11-30,1.04,1.01,0.01,1.03,0.25,2.46,0.18,1.69,0.12,0.12,1.27,0.13,0.13,0.35,2.52,0.26,0.5,0.55
2019-12-31,4.48,5.03,0.56,9.64,2.12,5.96,0.45,12.94,0.91,0.91,2.83,0.85,0.58,1.56,14.17,1.43,3.21,2.97
2020-01-31,2.26,2.38,0.73,6.26,1.36,5.84,0.44,5.31,0.37,0.37,1.97,0.56,0.32,0.86,9.15,0.9,2.11,1.49
2020-02-29,1.71,1.51,1.54,7.34,1.7,2.96,0.22,3.23,0.23,0.23,2.3,0.43,0.28,0.76,8.12,0.76,1.78,1.24
2020-03-31,4.27,4.89,2.39,15.24,3.38,6.29,0.47,23.77,1.66,1.66,4.01,1.92,0.98,2.66,29.71,2.88,6.86,4.19
2020-04-30,9.08,10.85,8.59,57.37,12.72,21.43,1.6,26.89,1.88,1.88,5.35,3.36,2.41,6.51,54.91,5.63,11.34,4.35
2020-05-31,3.71,4.73,10.02,94.81,20.92,11.25,0.84,5.11,0.36,0.36,1.9,0.74,1.3,3.51,18.75,2.12,1.7,0.29
2020-06-30,1.9,1.48,1.24,21.66,4.76,1.9,0.14,2.39,0.17,0.17,1.38,0.17,0.37,1.01,5.0,0.57,0.36,0.02
2020-07-31,1.4,0.49,0.05,5.28,1.16,0.0,0.0,1.34,0.09,0.09,0.0,0.07,0.17,0.45,2.04,0.23,0.15,0.01
2020-08-31,0.4,0.33,0.01,2.68,0.58,0.0,0.0,1.44,0.1,0.1,0.0,0.05,0.11,0.28,1.12,0.13,0.06,0.0
2020-09-30,0.58,0.29,0.0,1.52,0.31,0.0,0.0,0.84,0.06,0.06,0.0,0.05,0.07,0.19,0.6,0.08,0.03,0.0
2020-10-31,0.24,0.29,0.0,1.18,0.21,0.0,0.0,0.12,0.01,0.01,0.1,0.05,0.07,0.18,0.77,0.09,0.08,0.13
2020-11-30,0.43,0.6,0.02,2.15,0.5,0.36,0.03,0.39,0.03,0.03,0.6,0.08,0.12,0.34,1.75,0.19,0.21,0.29
2020-12-31,0.61,0.83,0.13,2.4,0.54,1.08,0.08,1.51,0.11,0.11,0.63,0.13,0.15,0.4,2.38,0.26,0.31,0.38
2021-01-31,1.01,1.73,0.45,2.72,0.61,2.06,0.15,12.44,0.87,0.87,0.77,0.49,0.46,1.23,8.64,0.91,1.05,1.12
2021-02-28,1.72,1.64,1.12,7.5,1.65,3.54,0.26,6.57,0.46,0.46,1.64,0.68,0.55,1.49,11.21,1.15,1.39,1.19
2021-03-31,2.58,2.48,1.78,11.1,2.46,4.75,0.35,7.73,0.54,0.54,2.12,0.8,0.83,2.25,14.63,1.54,1.77,1.01
2021-04-30,1.89,1.52,7.29,44.55,9.93,7.52,0.56,3.48,0.24,0.24,0.0,0.62,0.82,2.23,9.59,1.26,1.0,0.4
2021-05-31,0.63,0.54,4.74,50.78,11.14,6.06,0.45,2.66,0.19,0.19,0.0,0.18,0.49,1.31,4.35,0.6,0.23,0.03
2021-06-30,1.13,0.4,0.27,7.83,1.7,0.0,0.0,1.2,0.08,0.08,0.0,0.05,0.17,0.45,1.44,0.2,0.08,0.0
2021-07-31,0.95,0.12,0.02,1.89,0.46,0.16,0.01,0.71,0.05,0.05,0.0,0.02,0.06,0.16,0.47,0.07,0.03,0.0
2021-08-31,0.18,0.06,0.0,2.29,0.45,0.0,0.0,0.62,0.04,0.04,0.0,0.02,0.05,0.13,0.35,0.05,0.02,0.0
2021-09-30,0.11,0.06,0.0,1.75,0.38,0.0,0.0,0.46,0.03,0.03,0.0,0.02,0.05,0.13,0.24,0.04,0.01,0.0
2021-10-31,1.38,,,,,,,,,,,,,,,1.82,,
2021-11-30,0.53,,,,,,,,,,,,,,,0.45,,
2021-12-31,4.12,,,,,,,,,,,,,,,4.82,,
2022-01-31,3.16,,,,,,,,,,,,,,,2.12,,
2022-02-28,1.99,,,,,,,,,,,,,,,1.24,,
2022-03-31,2.49,,,,,,,,,,,,,,,1.36,,
2022-04-30,3.91,,,,,,,,,,,,,,,3.01,,
2022-05-31,1.98,,,,,,,,,,,,,,,1.51,,
2022-06-30,1.2,,,,,,,,,,,,,,,0.4,,
2022-07-31,1.5,,,,,,,,,,,,,,,0.19,,
2022-08-31,1.57,,,,,,,,,,,,,,,0.12,,
2022-09-30,0.55,,,,,,,,,,,,,,,0.12,,
2022-10-31,0.23,,,,,,,,,,,,,,,0.13,,
2022-11-30,0.39,,,,,,,,,,,,,,,0.26,,
2022-12-31,8.36,,,,,,,,,,,,,,,11.18,,
2023-01-31,22.82,,,,,,,,,,,,,,,25.0,,
2023-02-28,5.76,,,,,,,,,,,,,,,5.04,,
2023-03-31,37.93,,,,,,,,,,,,,,,21.59,,
2023-04-30,18.54,,,,,,,,,,,,,,,9.42,,
2023-05-31,15.94,,,,,,,,,,,,,,,6.46,,
2023-06-30,5.3,,,,,,,,,,,,,,,2.28,,
2023-07-31,2.79,,,,,,,,,,,,,,,0.67,,
2023-08-31,1.47,,,,,,,,,,,,,,,0.38,,
2023-09-30,1.28,,,,,,,,,,,,,,,0.36,,
2023-10-31,1.54,,,,,,,,,,,,,,,0.34,,
2023-11-30,0.79,,,,,,,,,,,,,,,0.43,,
2023-12-31,1.49,,,,,,,,,,,,,,,0.65,,
2024-01-31,2.92,,,,,,,,,,,,,,,2.33,,
2024-02-29,7.58,,,,,,,,,,,,,,,6.65,,
2024-03-31,10.21,,,,,,,,,,,,,,,10.29,,
2024-04-30,9.13,,,,,,,,,,,,,,,6.34,,
2024-05-31,4.93,,,,,,,,,,,,,,,3.26,,
2024-06-30,1.98,,,,,,,,,,,,,,,0.83,,
2024-07-31,1.31,,,,,,,,,,,,,,,0.38,,
2024-08-31,0.65,,,,,,,,,,,,,,,0.26,,
