,I_MFM008,I_SFM005,I_COL003,I_SLTSP,I_UBEAR,I_NFM010,I_TGC003,I_NHGAN,I_PARDE,I_CMCHE,I_MOK079,I_JNKSN,I_CMP001,I_CMP014,I_CSM035,I_AMADR,I_DSC035,I_DEE023
1984-04-30,5.93,5.9,6.53,46.23,10.2,13.89,1.04,10.49,0.73,0.73,4.97,1.32,1.59,4.3,33.41,3.64,2.97,0.37
1984-05-31,3.86,3.88,17.59,122.09,26.94,37.18,2.78,5.99,0.42,0.42,14.26,0.85,1.28,3.44,19.52,2.6,2.03,0.15
1984-06-30,2.21,2.27,7.49,58.9,12.99,15.64,1.17,3.25,0.23,0.23,9.03,0.31,0.62,1.68,5.87,0.98,0.72,0.03
1984-07-31,1.21,1.19,0.36,13.04,2.88,0.98,0.07,1.65,0.12,0.12,3.05,0.15,0.29,0.79,2.13,0.36,0.21,0.01
1984-08-31,0.85,0.62,0.03,2.22,0.49,0.0,0.0,0.68,0.05,0.05,0.72,0.11,0.19,0.52,1.56,0.2,0.07,0.0
1984-09-30,0.84,0.36,0.01,0.93,0.21,0.0,0.0,0.02,0.0,0.0,0.39,0.1,0.12,0.33,1.02,0.15,0.06,0.0
1984-10-31,1.01,1.15,0.44,4.21,0.93,0.0,0.0,1.39,0.1,0.1,1.16,0.18,0.24,0.65,3.59,0.35,0.55,0.71
1984-11-30,4.08,2.85,2.56,13.16,2.91,5.23,0.39,8.43,0.59,0.59,3.6,0.95,0.75,2.02,17.41,1.61,3.6,3.34
1984-12-31,2.21,2.21,1.17,6.97,1.54,4.78,0.36,7.29,0.51,0.51,1.69,0.74,0.48,1.3,12.85,1.25,2.9,2.03
1985-01-31,2.13,1.81,1.24,6.45,1.42,4.0,0.3,5.45,0.38,0.38,2.06,0.44,0.38,1.03,8.22,0.78,1.81,1.27
1985-02-28,2.6,3.19,1.68,9.4,2.07,5.36,0.4,17.43,1.22,1.22,3.28,1.53,0.56,1.5,23.1,2.23,5.31,3.18
1985-03-31,4.67,5.24,2.17,17.98,3.97,8.6,0.64,23.92,1.67,1.67,3.21,1.72,0.94,2.53,31.48,3.03,6.79,2.94
1985-04-30,6.33,6.75,11.07,73.34,16.19,18.83,1.41,7.85,0.55,0.55,4.49,2.0,1.71,4.62,32.14,3.53,5.55,1.72
1985-05-31,2.55,2.48,9.87,91.11,20.11,11.93,0.89,2.52,0.18,0.18,2.72,0.49,0.75,2.02,12.94,1.46,0.97,0.11
1985-06-30,1.17,0.91,1.61,22.44,4.95,1.47,0.11,1.92,0.13,0.13,1.66,0.12,0.33,0.89,3.52,0.41,0.26,0.01
1985-07-31,0.44,0.28,0.06,2.55,0.56,0.0,0.0,1.49,0.1,0.1,0.23,0.04,0.15,0.4,0.97,0.12,0.07,0.0
1985-08-31,0.37,0.31,0.02,1.13,0.25,0.0,0.0,1.37,0.1,0.1,0.09,0.02,0.0,0.0,0.52,0.05,0.03,0.0
1985-09-30,0.52,0.41,0.13,2.93,0.64,0.0,0.0,0.91,0.06,0.06,0.24,0.09,0.32,0.85,1.35,0.19,0.08,0.0
1985-10-31,1.34,0.62,0.3,2.15,0.47,1.04,0.08,0.98,0.07,0.07,0.0,0.1,0.09,0.24,1.32,0.14,0.23,0.31
1985-11-30,1.17,1.62,0.54,5.91,1.3,2.56,0.19,3.76,0.26,0.26,0.85,0.38,0.38,1.04,6.75,0.67,1.25,1.55
1985-12-31,2.15,2.85,2.06,10.28,2.27,7.65,0.57,5.4,0.38,0.38,1.45,0.89,0.76,2.05,17.79,1.72,4.37,4.22
1986-01-31,4.7,6.52,4.89,21.62,4.77,23.66,1.77,12.46,0.87,0.87,2.9,2.49,1.65,4.45,40.94,3.97,11.27,9.6
1986-02-28,42.66,53.28,10.53,96.68,21.35,55.65,4.16,185.63,12.99,12.99,55.91,19.9,11.23,30.33,326.65,30.79,89.79,47.07
1986-03-31,24.36,26.84,13.01,91.67,20.24,32.5,2.43,82.67,5.79,5.79,26.49,8.32,4.64,12.52,141.51,14.36,26.76,7.38
1986-04-30,8.48,8.76,10.62,67.91,14.99,19.03,1.42,12.59,0.88,0.88,11.7,1.45,1.66,4.48,39.4,4.04,3.32,0.4
1986-05-31,4.73,4.4,17.68,106.31,23.46,37.97,2.84,6.37,0.45,0.45,10.05,0.7,1.1,2.96,22.06,2.28,1.75,0.07
1986-06-30,2.64,1.97,10.35,78.34,17.28,32.63,2.44,2.5,0.18,0.18,2.24,0.28,0.4,1.07,7.82,0.8,0.58,0.03
1986-07-31,1.26,0.94,0.49,13.63,3.01,1.28,0.1,0.99,0.07,0.07,3.41,0.12,0.27,0.72,2.8,0.3,0.14,0.0
1986-08-31,1.03,0.37,0.02,3.31,0.73,0.0,0.0,0.54,0.04,0.04,0.93,0.09,0.14,0.37,1.18,0.14,0.05,0.0
1986-09-30,1.24,0.68,0.05,2.28,0.5,0.0,0.0,0.51,0.04,0.04,0.97,0.14,0.19,0.52,1.63,0.2,0.08,0.0
1986-10-31,1.48,0.71,0.19,4.58,1.01,-0.0,0.0,0.73,0.05,0.05,0.01,0.1,0.15,0.41,2.15,0.21,0.23,0.33
1986-11-30,0.87,0.57,0.02,1.72,0.38,-0.0,0.0,0.79,0.06,0.06,0.45,0.09,0.13,0.36,2.1,0.2,0.27,0.32
1986-12-31,0.71,0.7,0.04,2.25,0.5,-0.0,0.0,1.43,0.1,0.1,0.59,0.16,0.18,0.48,2.75,0.29,0.38,0.44
1987-01-31,0.92,1.0,0.18,3.7,0.82,0.0,0.0,2.58,0.18,0.18,1.24,0.27,0.3,0.81,4.03,0.45,0.6,0.62
1987-02-28,1.92,1.66,1.06,7.95,1.76,0.0,0.0,7.98,0.56,0.56,4.21,0.67,0.59,1.58,7.99,1.23,1.67,1.48
1987-03-31,3.7,3.76,2.1,17.29,3.81,0.0,0.0,18.1,1.27,1.27,7.26,1.5,1.04,2.8,24.97,2.68,3.44,1.87
1987-04-30,1.8,1.78,8.94,58.01,12.81,0.0,0.0,2.96,0.21,0.21,1.66,0.47,0.58,1.56,10.02,1.04,0.84,0.28
1987-05-31,0.98,0.97,5.72,64.35,14.2,-0.0,0.0,0.65,0.05,0.05,0.0,0.17,0.41,1.1,5.1,0.54,0.24,0.03
1987-06-30,0.6,0.48,0.48,8.9,1.96,-0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.27,0.73,1.58,0.18,0.08,0.0
1987-07-31,0.67,0.24,0.03,2.36,0.52,-0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.24,0.65,0.8,0.1,0.04,0.0
1987-08-31,0.25,0.13,0.01,1.04,0.23,-0.0,0.0,0.36,0.03,0.03,0.0,0.03,0.25,0.68,0.61,0.08,0.03,0.0
1987-09-30,0.2,0.13,0.01,1.0,0.22,-0.0,0.0,0.32,0.02,0.02,0.0,0.02,0.12,0.31,0.19,0.04,0.01,0.0
1987-10-31,0.26,0.22,0.01,1.24,0.27,0.0,0.0,0.15,0.01,0.01,0.0,0.03,0.06,0.17,0.42,0.06,0.03,0.07
1987-11-30,0.45,0.3,0.16,3.67,0.81,0.04,0.0,0.15,0.01,0.01,0.12,0.07,0.12,0.31,1.39,0.16,0.13,0.21
1987-12-31,0.77,0.51,0.82,5.44,1.2,0.38,0.03,0.7,0.05,0.05,1.16,0.2,0.28,0.77,3.42,0.39,0.33,0.5
1988-01-31,1.43,1.38,1.11,7.86,1.74,0.97,0.07,4.73,0.33,0.33,3.01,0.66,0.64,1.74,12.09,1.26,1.01,1.24
1988-02-29,0.96,0.63,1.97,8.9,1.96,1.14,0.09,1.54,0.11,0.11,3.54,0.36,0.41,1.12,5.67,0.63,0.55,0.5
1988-03-31,1.72,1.22,3.96,23.1,5.1,1.42,0.11,2.85,0.2,0.2,4.42,0.45,0.62,1.69,8.69,0.93,0.75,0.48
1988-04-30,1.17,1.19,5.64,49.51,10.93,0.0,0.0,2.84,0.2,0.2,0.0,0.48,0.6,1.61,6.49,0.89,0.57,0.29
1988-05-31,1.05,1.01,4.53,54.6,12.05,0.0,0.0,0.82,0.06,0.06,0.0,0.19,0.43,1.16,4.48,0.64,0.21,0.05
1988-06-30,0.46,0.5,1.14,12.62,2.78,1.07,0.08,0.32,0.02,0.02,3.34,0.07,0.42,1.14,1.68,0.28,0.09,0.01
1988-07-31,0.4,0.14,0.05,2.32,0.51,0.0,0.0,0.99,0.07,0.07,0.0,0.02,0.19,0.51,0.36,0.07,0.02,0.0
1988-08-31,0.38,0.06,0.01,1.04,0.23,0.0,0.0,1.1,0.08,0.08,0.0,0.01,0.16,0.44,0.2,0.04,0.01,0.0
1988-09-30,0.25,0.03,0.0,1.0,0.22,0.0,0.0,0.34,0.02,0.02,0.0,0.02,0.13,0.36,0.1,0.04,0.01,0.0
1988-10-31,0.25,0.1,0.0,0.0,0.0,0.0,0.0,0.09,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1988-11-30,0.53,0.5,0.4,1.99,0.44,4.17,0.31,0.17,0.01,0.01,0.04,0.13,0.2,0.54,1.99,0.24,0.37,0.49
1988-12-31,0.49,0.52,0.67,4.86,1.07,1.44,0.11,1.25,0.09,0.09,0.01,0.15,0.26,0.7,1.81,0.32,0.63,0.67
1989-01-31,0.66,0.42,0.95,4.45,0.98,2.5,0.19,2.6,0.18,0.18,0.02,0.28,0.62,1.67,2.21,0.56,1.27,1.17
1989-02-28,0.86,1.16,1.59,14.69,3.24,2.34,0.17,2.97,0.21,0.21,0.02,0.63,0.93,2.51,7.85,0.95,2.17,1.97
1989-03-31,8.69,10.03,10.56,70.12,15.48,20.72,1.55,19.14,1.34,1.34,4.82,5.27,4.22,11.41,94.51,8.6,19.67,10.54
1989-04-30,4.34,3.76,13.38,89.81,19.82,20.64,1.54,3.58,0.25,0.25,4.09,1.67,1.83,4.94,31.7,3.31,4.41,1.22
1989-05-31,1.67,1.16,10.18,84.01,18.54,9.08,0.68,0.91,0.06,0.06,6.26,0.38,0.56,1.52,8.99,1.19,0.79,0.07
1989-06-30,0.64,0.5,3.53,46.33,10.23,1.53,0.11,0.0,0.0,0.0,4.78,0.1,0.0,0.0,1.78,0.32,0.2,0.01
1989-07-31,0.49,0.18,0.1,4.04,0.89,0.1,0.01,0.36,0.03,0.03,-0.0,0.03,0.0,0.0,0.47,0.09,0.04,0.0
1989-08-31,0.35,0.06,0.02,1.25,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.01,0.03,0.01,0.0
1989-09-30,0.46,0.28,0.09,2.3,0.51,0.93,0.07,0.21,0.01,0.01,0.85,0.05,0.0,0.0,0.56,0.08,0.03,0.0
1989-10-31,0.77,0.92,0.87,5.9,1.3,1.64,0.12,0.46,0.03,0.03,0.51,0.14,0.2,0.54,3.06,0.29,0.39,0.5
1989-11-30,0.82,0.72,0.79,8.32,1.84,2.68,0.2,1.13,0.08,0.08,0.58,0.19,0.24,0.66,3.52,0.38,0.62,0.65
1989-12-31,0.57,0.39,0.91,7.33,1.62,0.93,0.07,0.78,0.05,0.05,0.16,0.18,0.11,0.31,2.84,0.3,0.49,0.51
1990-01-31,1.04,1.35,1.37,9.3,2.05,1.78,0.13,4.07,0.28,0.28,0.3,0.45,0.41,1.1,7.54,0.78,1.29,1.1
1990-02-28,1.29,2.02,1.22,8.13,1.8,1.16,0.09,10.53,0.74,0.74,0.18,0.6,0.38,1.03,11.11,1.07,1.8,1.44
1990-03-31,4.18,4.63,3.89,28.72,6.34,7.83,0.59,11.43,0.8,0.8,1.28,1.5,1.29,3.49,25.44,2.6,4.33,2.28
1990-04-30,2.91,2.2,8.06,62.3,13.75,5.89,0.44,2.8,0.2,0.2,0.97,0.9,0.82,2.22,13.36,1.6,1.96,0.69
1990-05-31,1.64,1.07,4.62,53.93,11.9,0.0,0.0,1.81,0.13,0.13,0.0,0.25,0.44,1.19,6.23,0.77,0.4,0.06
1990-06-30,1.23,0.87,2.06,22.44,4.95,1.43,0.11,1.14,0.08,0.08,0.23,0.18,0.39,1.07,4.91,0.62,0.31,0.02
1990-07-31,0.54,0.21,0.1,3.05,0.67,0.0,0.0,0.22,0.02,0.02,0.0,0.04,0.05,0.14,0.86,0.1,0.04,0.0
1990-08-31,0.45,0.08,0.02,1.38,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.01,-0.0,-0.0,0.18,0.02,0.01,0.0
1990-09-30,0.25,0.07,0.01,0.34,0.08,0.0,0.0,0.37,0.03,0.03,0.0,0.01,0.01,0.02,0.11,0.02,0.01,0.0
1990-10-31,0.31,0.11,0.01,0.32,0.07,0.0,0.0,0.28,0.02,0.02,0.0,0.03,0.06,0.15,0.0,0.04,0.05,0.07
1990-11-30,0.34,0.19,0.02,0.0,0.0,0.06,0.0,0.12,0.01,0.01,0.01,0.04,0.02,0.06,0.85,0.09,0.11,0.15
1990-12-31,0.34,0.17,0.02,1.55,0.34,0.18,0.01,0.0,0.0,0.0,0.01,0.04,0.04,0.1,0.92,0.09,0.14,0.18
1991-01-31,0.29,0.11,0.04,0.88,0.19,1.18,0.09,0.09,0.01,0.01,0.09,0.05,0.08,0.21,1.05,0.11,0.19,0.21
1991-02-28,0.32,0.14,0.31,0.32,0.07,1.14,0.09,0.54,0.04,0.04,0.09,0.09,0.15,0.4,1.77,0.19,0.35,0.35
1991-03-31,2.02,4.09,2.69,17.54,3.87,7.38,0.55,39.7,2.78,2.78,3.59,2.39,0.72,1.93,40.4,3.95,7.57,5.68
1991-04-30,3.6,3.78,5.14,33.94,7.49,9.27,0.69,5.07,0.35,0.35,1.04,1.51,1.62,4.39,25.55,2.69,4.59,1.92
1991-05-31,3.44,2.99,11.39,83.04,18.33,9.88,0.74,1.32,0.09,0.09,2.47,0.9,1.18,3.17,16.99,2.02,2.0,0.56
1991-06-30,1.42,0.92,5.73,52.13,11.51,6.9,0.52,0.21,0.01,0.01,0.56,0.21,0.43,1.17,5.78,0.7,0.39,0.03
1991-07-31,0.59,0.22,0.36,4.24,0.94,2.1,0.16,0.16,0.01,0.01,0.17,0.05,0.09,0.24,1.18,0.14,0.06,0.0
1991-08-31,0.26,0.13,0.03,1.24,0.27,0.0,0.0,0.12,0.01,0.01,0.0,0.02,0.0,0.0,0.26,0.03,0.01,0.0
1991-09-30,0.23,0.05,0.01,0.15,0.03,0.0,0.0,0.28,0.02,0.02,0.0,0.01,0.0,0.0,0.06,0.01,0.0,0.0
1991-10-31,0.29,0.23,0.22,2.21,0.49,0.24,0.02,0.69,0.05,0.05,0.08,0.05,0.09,0.23,0.84,0.09,0.1,0.15
1991-11-30,0.25,0.2,1.04,4.14,0.91,0.51,0.04,0.15,0.01,0.01,0.17,0.06,0.09,0.24,1.34,0.13,0.19,0.25
1991-12-31,0.42,0.47,0.54,4.53,1.0,0.54,0.04,1.07,0.07,0.07,0.18,0.1,0.12,0.32,2.17,0.21,0.36,0.38
1992-01-31,0.29,0.48,0.69,4.49,0.99,0.95,0.07,3.49,0.24,0.24,0.32,0.17,0.14,0.38,3.62,0.33,0.59,0.6
1992-02-29,2.32,3.71,2.57,15.28,3.37,4.03,0.3,36.76,2.57,2.57,3.92,1.98,0.62,1.68,37.35,3.24,5.98,4.52
1992-03-31,4.14,4.8,3.68,22.39,4.94,6.59,0.49,14.45,1.01,1.01,4.25,1.89,1.15,3.1,32.95,3.34,5.4,2.32
1992-04-30,2.71,2.48,9.53,67.09,14.81,5.87,0.44,2.82,0.2,0.2,2.71,0.6,0.82,2.21,14.01,1.61,1.22,0.27
1992-05-31,1.21,0.67,3.62,41.78,9.22,0.0,0.0,0.88,0.06,0.06,0.0,0.12,0.27,0.73,0.0,0.44,0.24,0.01
1992-06-30,0.64,0.27,0.31,6.01,1.33,0.0,0.0,0.26,0.02,0.02,0.0,0.03,0.03,0.08,0.0,0.09,0.04,0.0
1992-07-31,0.35,0.31,0.89,6.17,1.36,0.0,0.0,0.55,0.04,0.04,0.0,0.03,0.03,0.09,0.28,0.06,0.02,0.0
1992-08-31,0.21,0.06,0.02,0.52,0.11,0.0,0.0,0.76,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1992-09-30,0.12,0.03,0.02,0.8,0.18,0.0,0.0,0.13,0.01,0.01,0.0,0.0,0.01,0.03,0.0,0.0,0.0,0.0
1992-10-31,0.3,0.2,0.08,1.88,0.42,0.0,0.0,0.03,0.0,0.0,0.0,0.02,0.05,0.13,0.17,0.02,0.04,0.05
1992-11-30,0.31,0.28,0.37,2.26,0.5,0.05,0.0,0.05,0.0,0.0,0.0,0.07,0.02,0.04,0.99,0.1,0.16,0.22
1992-12-31,0.73,2.04,0.66,5.33,1.18,4.24,0.32,7.86,0.55,0.55,1.1,0.59,0.51,1.37,11.38,1.11,2.32,2.64
1993-01-31,9.78,13.93,4.4,21.19,4.68,19.4,1.45,90.49,6.33,6.33,14.11,6.27,2.64,7.12,108.7,10.21,28.76,21.0
1993-02-28,8.18,11.9,1.49,14.43,3.18,15.09,1.13,44.47,3.11,3.11,7.43,5.38,1.67,4.52,81.4,7.68,22.49,12.0
1993-03-31,14.92,20.33,7.14,51.59,11.39,35.04,2.62,39.42,2.76,2.76,11.1,6.14,4.95,13.37,100.91,9.91,24.68,8.52
1993-04-30,9.75,13.9,10.2,68.03,15.01,24.19,1.81,19.16,1.34,1.34,8.95,3.22,6.53,17.62,53.53,5.97,10.05,2.67
1993-05-31,6.4,5.53,24.57,142.1,31.36,44.94,3.36,5.05,0.35,0.35,17.35,1.21,2.38,6.43,31.86,3.41,2.72,0.32
1993-06-30,3.86,2.8,13.75,105.78,23.35,21.33,1.59,3.71,0.26,0.26,18.29,0.58,1.11,2.99,17.58,1.86,1.37,0.06
1993-07-31,1.16,1.01,1.95,30.92,6.82,2.49,0.19,0.45,0.03,0.03,1.45,0.15,0.31,0.83,3.31,0.36,0.18,0.0
1993-08-31,0.76,0.45,0.08,3.59,0.79,0.61,0.05,0.3,0.02,0.02,0.3,0.08,0.12,0.33,0.99,0.12,0.05,0.0
1993-09-30,0.46,0.26,0.01,0.36,0.08,0.86,0.06,0.69,0.05,0.05,0.54,0.05,0.11,0.29,0.47,0.07,0.03,0.0
1993-10-31,0.62,0.46,0.02,0.96,0.21,0.95,0.07,1.29,0.09,0.09,1.26,0.05,0.14,0.39,1.23,0.11,0.09,0.15
1993-11-30,0.59,0.5,0.02,0.53,0.12,1.83,0.14,0.96,0.07,0.07,0.3,0.06,0.12,0.32,1.52,0.14,0.13,0.19
1993-12-31,0.61,0.87,0.27,2.32,0.51,1.32,0.1,2.4,0.17,0.17,0.21,0.23,0.2,0.53,4.65,0.44,0.43,0.59
1994-01-31,0.72,0.97,0.55,3.25,0.72,1.63,0.12,2.98,0.21,0.21,0.38,0.22,0.16,0.44,1.83,0.41,0.39,0.44
1994-02-28,1.43,2.04,0.8,4.32,0.95,3.82,0.29,12.98,0.91,0.91,0.74,0.73,0.36,0.98,12.99,1.31,1.29,1.26
1994-03-31,2.06,2.51,3.9,21.61,4.77,5.63,0.42,4.32,0.3,0.3,1.63,0.68,0.7,1.88,12.03,1.35,1.29,0.81
1994-04-30,1.65,1.83,6.42,47.39,10.46,5.43,0.41,3.34,0.23,0.23,1.17,0.48,0.47,1.26,6.98,0.91,0.67,0.32
1994-05-31,1.65,1.77,6.67,62.05,13.7,4.64,0.35,2.08,0.15,0.15,0.96,0.26,0.57,1.55,8.25,0.9,0.32,0.05
1994-06-30,0.6,0.43,0.91,19.59,4.32,0.3,0.02,1.31,0.09,0.09,0.05,0.04,0.04,0.11,0.54,0.14,0.05,0.0
1994-07-31,0.25,0.14,0.03,1.77,0.39,0.0,0.0,1.41,0.1,0.1,0.0,0.01,0.07,0.19,0.17,0.04,0.01,0.0
1994-08-31,0.31,0.08,0.01,0.8,0.18,0.0,0.0,0.42,0.03,0.03,0.0,0.01,0.09,0.24,0.08,0.02,0.01,0.0
1994-09-30,0.28,0.07,0.01,0.0,0.0,0.0,0.0,1.19,0.08,0.08,0.0,0.0,0.02,0.07,0.0,0.0,0.0,0.0
1994-10-31,0.25,0.28,0.02,0.77,0.17,0.0,0.0,0.1,0.01,0.01,0.0,0.03,0.04,0.11,0.33,0.04,0.06,0.08
1994-11-30,0.83,0.78,1.05,6.54,1.44,2.84,0.21,0.32,0.02,0.02,0.0,0.26,0.3,0.81,3.41,0.37,0.61,0.81
1994-12-31,0.93,1.45,1.19,8.06,1.78,3.89,0.29,4.05,0.28,0.28,0.01,0.68,0.63,1.69,13.49,1.3,2.69,3.19
1995-01-31,14.91,22.55,3.78,35.78,7.9,28.54,2.13,106.96,7.49,7.49,15.81,9.9,5.05,13.64,168.57,15.9,46.63,34.41
1995-02-28,6.99,7.36,3.73,27.69,6.11,16.61,1.24,13.36,0.94,0.94,5.25,2.93,1.87,5.04,50.84,4.7,14.08,8.98
1995-03-31,30.1,39.48,8.28,62.66,13.83,58.45,4.37,143.03,10.01,10.01,28.09,14.65,6.27,16.93,236.42,22.2,65.22,28.5
1995-04-30,18.26,21.48,10.98,60.32,13.31,42.15,3.15,27.65,1.94,1.94,29.6,6.59,4.99,13.48,95.44,9.79,22.17,6.69
1995-05-31,22.11,28.38,22.53,131.56,29.04,58.58,4.38,42.37,2.97,2.97,32.97,5.23,5.85,15.81,114.22,11.75,15.34,3.31
1995-06-30,6.25,6.91,26.12,159.27,35.15,64.35,4.81,11.46,0.8,0.8,10.08,1.33,2.01,5.44,40.24,4.13,3.27,0.21
1995-07-31,1.73,2.77,12.14,116.21,25.65,25.32,1.89,3.68,0.26,0.26,7.45,0.47,0.62,1.67,12.47,1.27,0.86,0.03
1995-08-31,1.19,1.43,0.69,17.84,3.94,2.79,0.21,0.35,0.02,0.02,0.97,0.19,0.25,0.66,2.97,0.33,0.13,0.0
1995-09-30,0.76,0.86,0.03,1.0,0.22,1.37,0.1,2.31,0.16,0.16,0.01,0.11,0.08,0.2,1.33,0.16,0.07,0.0
1995-10-31,0.72,0.75,0.01,0.4,0.09,1.24,0.09,1.91,0.13,0.13,0.01,0.1,0.07,0.19,1.61,0.15,0.23,0.31
1995-11-30,0.8,0.72,0.01,1.79,0.4,0.0,0.0,3.22,0.23,0.23,0.0,0.1,0.12,0.34,1.63,0.18,0.29,0.38
1995-12-31,1.84,1.95,1.92,12.73,2.81,6.82,0.51,6.86,0.48,0.48,0.01,0.45,0.39,1.06,9.29,0.88,1.96,2.12
1996-01-31,5.12,5.97,2.05,17.55,3.87,9.55,0.71,41.11,2.88,2.88,5.89,2.71,1.27,3.43,41.1,4.28,11.72,9.72
1996-02-29,14.39,19.16,9.19,57.55,12.7,36.64,2.74,78.1,5.47,5.47,11.6,6.71,3.54,9.56,113.56,10.08,28.88,17.27
1996-03-31,13.99,16.56,4.96,41.42,9.14,31.55,2.36,39.71,2.78,2.78,13.49,5.4,4.14,11.18,90.65,8.92,23.67,9.3
1996-04-30,10.91,12.19,10.63,67.5,14.9,32.73,2.45,18.58,1.3,1.3,8.58,3.53,2.87,7.75,51.81,5.36,11.08,3.29
1996-05-31,7.16,6.92,20.13,139.36,30.76,57.14,4.27,10.1,0.71,0.71,8.77,1.82,3.18,8.58,46.2,5.08,4.62,0.69
1996-06-30,3.03,3.22,6.31,73.35,16.19,14.45,1.08,4.82,0.34,0.34,5.86,0.43,0.92,2.48,11.74,1.41,1.05,0.04
1996-07-31,1.59,1.56,0.37,11.75,2.59,4.43,0.33,3.0,0.21,0.21,0.55,0.19,0.58,1.57,4.75,0.55,0.39,0.02
1996-08-31,0.81,0.77,0.03,0.04,0.01,0.81,0.06,2.2,0.15,0.15,2.91,0.1,0.36,0.98,2.24,0.25,0.12,0.0
1996-09-30,0.57,0.53,0.01,0.0,0.0,0.01,0.0,1.23,0.09,0.09,0.51,0.13,0.25,0.68,1.79,0.19,0.08,0.0
1996-10-31,0.81,0.69,0.02,0.0,0.0,1.7,0.13,0.67,0.05,0.05,-0.0,0.12,0.0,0.0,1.57,0.17,0.28,0.38
1996-11-30,2.26,2.24,4.41,16.95,3.74,8.83,0.66,7.06,0.49,0.49,1.32,0.7,1.28,3.45,13.58,1.28,2.55,3.07
1996-12-31,15.22,21.02,8.87,41.09,9.07,42.39,3.17,106.88,7.48,7.48,21.12,8.55,4.06,10.97,156.49,13.73,39.89,29.75
1997-01-31,41.83,55.78,17.97,114.23,25.21,150.7,11.26,190.88,13.36,13.36,23.58,23.23,12.28,33.17,396.41,35.35,96.13,41.69
1997-02-28,9.54,14.57,2.7,20.49,4.52,31.13,2.33,24.03,1.68,1.68,5.9,2.38,2.48,6.69,54.62,5.85,7.17,1.45
1997-03-31,6.11,7.27,6.94,31.7,7.0,23.93,1.79,10.07,0.7,0.7,1.87,1.08,1.24,3.34,20.93,2.97,2.47,0.3
1997-04-30,3.96,4.43,10.58,67.8,14.97,23.11,1.73,6.12,0.43,0.43,1.4,0.72,1.11,3.0,10.31,2.2,1.74,0.12
1997-05-31,2.68,2.83,13.2,107.73,23.78,23.69,1.77,3.68,0.26,0.26,1.67,0.43,0.8,2.17,0.0,1.4,1.08,0.04
1997-06-30,2.01,1.51,4.06,41.87,9.24,10.98,0.82,1.79,0.13,0.13,2.94,0.24,0.57,1.54,2.96,0.68,0.49,0.02
1997-07-31,1.0,0.76,0.15,5.13,1.13,2.74,0.2,1.05,0.07,0.07,0.57,0.15,0.46,1.25,2.24,0.37,0.19,0.0
1997-08-31,0.65,0.48,0.02,0.54,0.12,1.74,0.13,0.47,0.03,0.03,0.0,0.14,0.35,0.95,1.59,0.23,0.09,0.0
1997-09-30,0.71,0.5,0.01,0.46,0.1,0.94,0.07,0.29,0.02,0.02,0.0,0.11,0.25,0.68,0.81,0.16,0.07,0.0
1997-10-31,0.82,0.85,0.02,0.52,0.11,1.91,0.14,0.74,0.05,0.05,0.39,0.19,0.24,0.65,2.43,0.27,0.44,0.58
1997-11-30,1.14,1.18,0.18,1.49,0.33,0.0,0.0,2.71,0.19,0.19,5.16,0.28,0.32,0.86,5.09,0.51,0.94,1.16
1997-12-31,1.46,1.75,0.58,3.3,0.73,0.0,0.0,4.32,0.3,0.3,4.68,0.45,0.34,0.93,9.13,0.87,1.86,2.18
1998-01-31,7.19,10.95,3.41,18.16,4.01,3.73,0.28,73.63,5.15,5.15,25.53,5.29,1.61,4.33,87.68,8.31,23.91,19.38
1998-02-28,17.21,25.75,1.78,20.41,4.5,17.95,1.34,174.56,12.22,12.22,36.68,11.29,2.93,7.91,182.39,16.82,50.67,29.83
1998-03-31,16.82,21.63,7.08,49.73,10.98,29.29,2.19,57.32,4.01,4.01,21.37,7.06,4.99,13.48,124.0,11.73,33.68,13.65
1998-04-30,15.2,20.35,7.3,47.07,10.39,28.15,2.1,59.91,4.19,4.19,21.37,6.39,3.71,10.01,96.16,9.6,22.57,7.12
1998-05-31,16.23,19.17,12.65,84.88,18.73,35.59,2.66,31.5,2.2,2.2,24.86,4.49,4.38,11.84,88.08,9.07,13.96,3.4
1998-06-30,10.73,9.56,25.91,159.39,35.18,61.23,4.58,12.06,0.84,0.84,41.14,1.89,3.51,9.49,52.15,5.46,4.43,0.43
1998-07-31,4.41,3.79,8.95,75.8,16.73,7.68,0.57,5.45,0.38,0.38,24.01,0.5,0.91,2.45,15.19,1.58,1.19,0.05
1998-08-31,1.98,1.88,0.2,6.56,1.45,0.33,0.02,2.88,0.2,0.2,4.35,0.23,0.57,1.53,5.36,0.57,0.33,0.01
1998-09-30,1.35,1.32,0.08,3.14,0.69,1.66,0.12,2.34,0.16,0.16,1.45,0.25,0.31,0.83,3.26,0.38,0.15,0.0
1998-10-31,1.95,1.33,0.05,1.96,0.43,2.27,0.17,1.66,0.12,0.12,0.03,0.23,0.26,0.71,3.88,0.38,0.62,0.81
